amenity,clinic,A medium-sized medical facility or health centre.
amenity,dentist,A dentist practice / surgery.
amenity,doctors,A doctors' practice / surgery.
amenity,hospital,Often used in conjunction with emergency=* to note whether or not the hospital has emergency facilities (A&E (brit.) or ER (am.))
amenity,nursing_home,A home for disabled or elderly persons who need permanent care. See social_facility=* for more details.
amenity,pharmacy,Pharmacydispensing=yesdispensing=no or omitted
amenity,social_facility,A facility that provides social services.
amenity,veterinary,A place where a veterinary surgeon (vet) practices.
amenity,arts_centre,A venue where a variety of arts are performed or conducted
amenity,brothel,An establishment specifically dedicated to prostitution
amenity,casino,"A gambling venue with at least one table game(e.g. roulette, blackjack) that takes bets on sporting and other events at agreed upon odds."
amenity,cinema,A place where films are shown (US: movie theater)
amenity,community_centre,A place mostly used for local events and festivities.
amenity,fountain,A fountain for cultural / decorational / recreational purposes.
amenity,gambling,"A place for gambling, not being a shop=bookmaker, shop=lottery, amenity=casino, or leisure=adult_gaming_centre.
Games that are covered by this definition include bingo and pachinko."
amenity,nightclub,"A place to drink and dance (nightclub). The german word is ""Disco"" or ""Discothek"". Please don't confuse this with the german ""Nachtclub"" wich is most likely  amenity=stripclub."
amenity,planetarium,A planetarium.
amenity,social_centre,A place for free and not-for-profit activities.
amenity,stripclub,A place that offers striptease or lapdancing (for sexual services use amenity=brothel).
amenity,studio,TV radio or recording studio
amenity,swingerclub,A club where people meet to have a party and group sex.
amenity,theatre,A theatre or opera house
amenity,animal_boarding,"A facility where you, paying a fee, can bring your animal for a limited period of time (e.g. for holidays)"
amenity,animal_shelter,A shelter that recovers animals in trouble
amenity,bench,A bench to sit down and relax a bit
amenity,clock,A public visible clock
amenity,courthouse,A place where justice is dispensed
amenity,coworking_space,A place where people can go to work (might require a fee); not limited to a single employer
amenity,crematorium,A place where dead human bodies are burnt
amenity,crypt,"It is a stone chamber or vault beneath the floor of a burial vault possibly containing sarcophagi, coffins or relics."
amenity,dojo,Training place for any of the Japanese arts.
amenity,embassy,An embassy
amenity,fire_station,A fire station
amenity,firepit,"Deprecated. For campfires and firepits, see Tag:leisure=firepit"
amenity,grave_yard,"A (smaller) place of burial, often you'll find a church nearby. Large places should be landuse=cemetery instead."
amenity,gym,A place with exercise equipment such as running machines. See leisure=sports_centre. Do not use sport=gymnastics as this is quite different.
amenity,hunting_stand,A hunting stand
amenity,marketplace,"A place where trade is regulated, e.g. a square."
amenity,photo_booth,Photo Booth – A stand to create instant photo.
amenity,place_of_worship,"A church, mosque, or temple, etc. Note that you also need religion=*, usually denomination=* and preferably name=* as well as amenity=place_of_worship. See the article for details."
amenity,police,A police station
amenity,post_box,Alternative mail-carriers can be tagged via operator=*
amenity,post_office,Post office building with postal services
amenity,prison,A prison
amenity,public_building,A generic public building. Don't use! See building=public
amenity,ranger_station,National Park Visitor Headquarters
amenity,register_office,Register office. See also office=register
amenity,recycling,Recycling facilities (bottle banks etc.). Combine with recycling_type=container for containers or recycling_type=centre for recycling centres.
amenity,rescue_station,A rescue station
amenity,sauna,A small room or house to experience dry or wet heat sessions.  Also frequently used: leisure=sauna
amenity,shelter,A small shelter against bad weather conditions. To additionally describe the kind of shelter use shelter_type=*.
amenity,shower,Public shower or bath.
amenity,telephone,Public telephone
amenity,toilets,Public toilets (might require a fee)
amenity,townhall,"Building where the administration of a village, town or city may be located, or just a community meeting place"
amenity,vending_machine,"A machine selling goods – food, tickets, newspapers, etc. Add type of goods using vending=*"
amenity,waste_disposal,"A place where canal boaters, caravaners etc. can dispose of rubbish (trash/waste)."
amenity,watering_place,Place where water is contained and animals can drink
amenity,water_point,Place where you can get large amounts of drinking water
amenity,user defined,All commonly used values according to Taginfo
barrier,city_wall,"A fortification used to defend a city or settlement from potential aggressors. From ancient to modern times, they are used to enclose settlements.

 right side is bottom, left side is top. if both sides are same height then add ""two_sided=yes"".


See also historic=city_gate."
barrier,ditch,"A trench, ditch or ravine, usually with a stream at the bottom, that is not easily crossed, especially if not on foot. Can be used in combination with waterway=stream or waterway=drain."
barrier,fence,A structure supported by posts driven into the ground and designed to prevent movement across a boundary. It is distinguished from a wall by the lightness of its construction. Use fence_type=* to add details.
barrier,guard_rail,"A guard_rail, also called a crash barrier. Right side is inner, left side is outer."
barrier,cable_barrier,Also called guard cable. This is a road side or median barrier made of steal wire ropes mounted on weak posts. See also the more extensive wikipedia description.
barrier,hedge,"is a line of closely spaced shrubs and bushes, planted and trained in such a way as to form a barrier or to mark the boundary of an area."
barrier,kerb,"A (for example footway) kerb is a barrier for vehicles and wheelchair drivers. The height of the kerb is important and with this information, the usage by different groups can be determined. The height of the kerb is tagged additionally as height=*, if available. Right side is bottom, left side is top."
barrier,retaining_wall,"Retaining walls serve to retain the lateral pressure of soil. Right side is bottom, left side is top."
barrier,wall,"a freestanding solid structure designed to restrict or prevent movement across a boundary.  Usually made from solid brick, concrete or stone and almost always built so that it is opaque to vision."
barrier,block,"A large, solid, immobile block that can be moved only with heavy machinery or great effort. Typically big solid things made of concrete for stopping larger vehicles. Sometimes natural boulders are used for the same purpose."
barrier,bollard,solid (usually concrete or metal) pillar or pillars in the middle of the road to prevent passage by some traffic.
barrier,border_control,This is a control point at an international border between two countries.  Passports or other forms of ID will be checked.
barrier,bump_gate,See wikipedia:Bump gate
barrier,bus_trap,See wikipedia:Bus trap
barrier,cattle_grid,"Bars in the road surface that allow wheeled vehicles but not animals to cross. Sometimes known as a Texas Gate, even outside of Texas"
barrier,chain,A chain used to prevent motorised vehicles.
barrier,cycle_barrier,"Barriers to bicycle traffic, most typically a pair of staggered steel bars perpendicular to the way itself whose gaps allow pedestrians to pass."
barrier,debris,A road is blocked by debris with or without ground. This might be for short or long time. Often used as first step in blocking an abandoned road. The photo does not display the road after the debris because it was a slope road and the photo was taken on the top.
barrier,entrance,"A gap in a linear barrier with nothing that limits passing through. access=yes is implied. The limitations are the same of the way that crosses it, if there is such."
barrier,full-height_turnstile,"A full-height turnstile, also called HEET-turnstile (High Entrance/Exit Turnstile), like the ones to access security areas. Note the mix of hyphen and underscore."
barrier,gate,An entrance that can be opened or closed to get through the barrier. Combine with access=* where appropriate.
barrier,hampshire_gate,A section of wire fence which can be removed temporarily. Combine with access=* where appropriate.
barrier,height_restrictor,Combine with maxheight=*.
barrier,horse_stile,"A horse stile allows pedestrians and horses to cross a gap through a fence, but prevents or makes it very difficult for motorcycles and live stock to cross."
barrier,jersey_barrier,A jersey barrier consists of heavy prefabricated blocks to create a barrier. Use material=plastic or material=concrete to express the used material.
barrier,kent_carriage_gap,A Kent carriage gap is used by local authorities in the UK to prevent motorised vehicles from accessing public rights of way whilst allowing most horse drawn carriages to pass. These are now becoming common on byways in the UK
barrier,kissing_gate,"A gate which allows people to cross, but not livestock."
barrier,lift_gate,"A lift gate (boom barrier) is a bar, or pole pivoted in such a way as to allow the boom to block vehicular access through a controlled point. Combine with access=* where appropriate."
barrier,log,Use this when the passage is closed by lumber (trunk of a tree). This kind of barrier is often useful to sit on. This barrier is a penalty to cyclists but can be crossed by lifting the bike over.
barrier,motorcycle_barrier,Barriers along paths that prevent access by motorcycles.
barrier,rope,"A flexible barrier made of fibres, twisted or braided together to improve strength. As a barrier it is often more symbolic than actually physically preventing pedestrians from accessing."
barrier,sally_port,"A sally port is used to pass through thick or city walls, and is a type of covered gate with two doors."
barrier,spikes,Spikes on the ground that prevent unauthorized access. Can also be removeable e.g. after payment in a garage.
barrier,stile,"A stile allows pedestrians to cross a wall or fence, but never actually ""opens"" the barrier (unlike a gate, a stile has few or no moving parts)."
barrier,sump_buster,A sump buster is a concrete slab or steel structure that prevents passing of two-tracked vehicles with less than a minimum track and ground clearance. (Typically stops normal cars.)
barrier,swing_gate,Similar to a lift gate but rotates sidewards to open. It is usually made out of metal bars (wood or other material possible) and is intended to prevent cars from access but can usually be crossed by pedestrians and cyclists.
barrier,toll_booth,A road usage toll or fee is collected here. Used with toll=* and charge=*
barrier,turnstile,A turnstile (also called baffle gate) is used to allow one person at a time to pass. Use this for small turnstiles like the ones in supermarkets or some subways.
barrier,yes,A barrier which nature cannot be determined; typically only used in mapping using aerial imagery
barrier,user defined,All commonly used values according to Taginfo
boundary,administrative,"An administrative boundary. Subdivisions of areas/territories/jurisdictions recognised by governments or other organisations for administrative purposes.  These range from large groups of nation states right down to small administrative districts and suburbs, as indicated by the 'admin_level=*' combo tag"
boundary,maritime,Maritime boundaries
boundary,national_park,"Area of outstanding natural beauty, set aside for conservation and for recreation (Other languages)"
boundary,political,Electoral boundaries
boundary,postal_code,Postal code boundaries
boundary,religious_administration,An religious administrative boundary.See: Talk:Key:boundary#Religious authority boundaries
boundary,protected_area,"Protected areas, such as for national-parks, water protection areas or indigenous areas."
border_type,*,To distinguish between types of boundary where admin_level isn't enough. Used in several different ways e.g in maritime contexts
fire_boundary,yes,Tag fire_boundary used to mark the boundaries of the areas of fire brigades out within the project Karta01.
boundary,user defined,All commonly used values according to Taginfo
admin_level,Number,"Applies to boundary=administrative and is usually in the range 1 to 10, except for Germany where it might be 11 – see  boundary."
building,apartments,"A building arranged into individual dwellings, often on separate floors. May also have retail outlets on the ground floor. How does one map the retail elements? Use building:levels=* for the total number of floors."
building,farm,"A residential building on a farm (farmhouse). For other buildings see below building=farm_auxiliary, building=barn, … If in your country farmhouse looks same as general residential house then you can tag as building=house as well. See also landuse=farmyard"
building,hotel,A building designed with separate rooms available for overnight accommodation. Normally used in conjunction with tourism=hotel for the hotel grounds including recreation areas and parking.
building,house,"A single dwelling unit inhabited by family or small group sharing facilities such as a kitchen. Houses forming half of a semi-detached pair, or one of a row of terraced houses, should share at least two nodes with joined neighbours, thereby defining the party wall between the properties."
building,detached,A single dwelling unit inhabited by family or small group sharing facilities such as a kitchen.
building,residential,"A general tag for a building used primarily for residential purposes. Where additional detail is available consider using one or more areas tagged as 'apartments', 'terrace' or 'house'."
building,dormitory,"For a shared building, as used by college/university students (not a share room for multiple occupants as implied by the term in British English). Would 'hall_of_residence' be better? Alternatively, use building=residential plus residential=university."
building,terrace,"A single way used to define the outline of a linear row of residential dwellings, each of which normally has its own entrance, which form a terrace (row-house in North American English). Consider defining each dwelling separately using 'house'."
building,houseboat,A boat used primarily as a home
building,static_caravan,A mobile home (semi)permanently left on a single site
building,commercial,A building where non-specific commercial activities take place; use office=* to describe the type of office. Consider tagging the area using landuse=commercial. Use 'retail' if the building consists primarily of shops.
building,industrial,A building where some industrial process takes place. Use warehouse if the purpose is known to be primarily for storage/distribution. Consider using landuse=industrial for the surrounding area and the proposed industrial=* tag to describe the industrial activity.
building,retail,A building primarily used for selling goods are sold to the public; use shop=* to identify the sort of goods sold. Consider use landuse=retail for the surrounding area. How is one meant to indicate that there is also residential accommodation or office use above?
building,warehouse,A building primarily used for the storage or goods or as part of a distribution system.
building,cathedral,"A building that was built as a cathedral. Used in conjunction with amenity=place_of_worship, religion=* and denomination=* for the cathedral grounds where it is in current use."
building,chapel,"A building that was built as a chapel. Used in conjunction with amenity=place_of_worship, religion=* and denomination=* for the chapel grounds where it is in current use."
building,church,"A building that was built as a church. Used in conjunction with amenity=place_of_worship, religion=* and denomination=* for the church grounds where it is in current use."
building,civic,"For any civic amenity, for example amenity=community_centre, amenity=library, amenity=toilets, leisure=sports_centre, leisure=swimming_pool, amenity=townhall etc. Use amenity=* or leisure=* etc to provide further details. See building=public as well."
building,hospital,A building which forms part of a hospital. Use amenity=hospital for the hospital grounds.
building,mosque,"A mosque. Used in conjunction with amenity=place_of_worship, religion=* and denomination=*."
building,school,For any generic school buildings. Buildings for specific uses (sports halls etc) should be tagged for their purpose. Use amenity=school for the perimeter of the school grounds.
building,train_station,A train station building.
building,transportation,"A building related to public transport. You will probably want to tag it with proper tranport related tag as well, such as public_transport=station. Note that there is a special tag for train station buildings - building=train_station."
building,university,A university building. Use amenity=university for the whole university area.
building,public,A public building. Don't use amenity=public_building.
building,barn,An agricultural building used for storage and as a covered workplace.
building,bridge,A building used as a bridge. Can also represent a gatehouse for drawbridges. See also bridge=yes for highway=*. Don't use this tag just for for marking bridges (their outlines). For such purposes consider the proposed man_made=bridge.
building,bunker,A hardened military building. Also use military=bunker.
building,cabin,"A cabin is a small, roughly built house usually with a wood exterior and typically found in rural areas."
building,construction,Used for buildings under construction. Use construction=* to hold the value for the completed building.
building,cowshed,"A cowshed (cow barn, cow house) is a a building for housing cows, usually found on farms."
building,farm_auxiliary,A building on a farm that is not a dwelling (use 'farm' or 'house' for the farm house).
building,garage,A garage is a building suitable for the storage of one or possibly more motor vehicle or similar. See building=garages for larger shared buildings.
building,garages,A building that consists of a number of discrete storage spaces for different owners/tenants. See also building=garage.
building,greenhouse,A greenhouse is a glass or plastic covered building used to grow plants. Use landuse=greenhouse_horticulture for the area
building,hangar,"A hangar is a building used for the storage of airplanes, helicopters or space-craft. Consider adding aeroway=hangar, when appropriate."
building,hut,A hut is a small and crude shelter.
building,roof,"A structure that consists of a roof with open sides, such as a rain shelter, and also gas stations"
building,shed,"A shed is a simple, single-storey structure in a back garden or on an allotment that is used for storage, hobbies, or as a workshop."
building,stable,A stable is a building where horses are kept.
building,sty,"A sty (pigsty, pig ark, pig-shed) is a a building for raising domestic pigs, usually found on farms."
building,transformer_tower,A transformer tower is a characteristic tall building comprising a distribution transformer and constructed to connect directly  to a medium voltage overhead power line. Quite often the power line has since been undergrounded but the building may still serve as a substation. If the building is still in use as a substation it should additionally be tagged as power=substation + substation=minor_distribution.
building,yes,Use this value where it is not possible to determine a more specific value.
building,user defined,"All commonly used values according to Taginfo, generally building types"
entrance,yes / main / exit / service / emergency,An entrance in a building. Replaces the deprecated tag building=entrance.
height,number,The height of the building in meters.
building:levels,number,The number of levels (floors) in the building.
building:fireproof,yes/no,Fire-resistance information.
craft,agricultural_engines,"Planning, and Constructing engines and tools for agricultural use."
craft,basket_maker,"Producing baskets, often made from Willow."
craft,beekeeper,"A place where honey bees are kept for the purposes of securing commodities such as honey, beeswax or pollen."
craft,blacksmith,"A place where a blacksmith forges tools, horseshoes, etc. from iron."
craft,brewery,A brewery is a dedicated building for the making of beer
craft,boatbuilder,"Planning, and Contructing boats."
craft,bookbinder,Physically assembling a book from a number of sheets of paper.
craft,carpenter,"Workplace or office of Carpenters that work with timber to construct, install and maintain buildings, furniture, and other objects."
craft,carpet_layer,Workplace or office of carpet layers that bring carpet on your floor.
craft,caterer,"Workplace or office of one who prepares customized meals for takeout, or provides prepared meals or supplies to a group at social gatherings."
craft,clockmaker,Workplace or office of a clockmaker that is building or repairing clocks but not watches. See also craft=watchmaker
craft,confectionery,"A place where the set of food items that are rich in sugar, any one or type of which is called a confection is produced."
craft,dressmaker,"A place where clothes are created, repaired or altered to fit personal needs."
craft,electrician,"Workplace or office of an electrician which is a tradesman specialized in electrical wiring of buildings, stationary machines and related equipment."
craft,gardener,Workplace or office of a garden designer or a landscape gardener.
craft,glaziery,"A place where residential, commercial, and artistic glass is selected, cutted, installed, replaced, and removed"
craft,handicraft,A place where useful and decorative devices are made completely by hand or using only simple tools
craft,hvac,"Workplace or office of an HVAC system designer (Heating, Ventilating, and Air Conditioning)"
craft,insulation,Workplace or office of of a person who does thermal insulation in buildings.
craft,jeweller,"A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired."
craft,key_cutter,A place where keys can be duplicated from originals.
craft,locksmith,A place where locks and keys are created or repaired.
craft,metal_construction,"A place where handrails, gates, ramps and similar things from metal are made."
craft,optician,"A place where lenses for the correction of a person's vision are designed, fitted and dispensed."
craft,painter,Workplace or office of a house painter which is a tradesman responsible for the painting and decorating of buildings.
craft,parquet_layer,Workplace or office of a parquet layer.
craft,photographer,Workplace or office of a person who takes photographs using a camera.
craft,photographic_laboratory,"A place where photos taken on a film or digital images are transformed into a more permanent form, often on paper or plastic foil."
craft,plasterer,"Workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls."
craft,plumber,"Workplace or office of a tradesman who specializes in installing and maintaining systems used for potable (drinking) water, sewage, and drainage."
craft,pottery,"A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters."
craft,rigger,"Workplace or office of a person who makes  masts, yards, sails, and cordage for sailboats and sailing ships."
craft,roofer,Workplace or office of a tradesman who is specialized in roof construction.
craft,saddler,A place where saddles or accessories for cars and boats are produced or repaired.
craft,sailmaker,"Workplace or office of a person who makes and repairs sails for sailboats and sailing ships, typically working on shore in a sail loft."
craft,sawmill,A workplace where logs are cut into boards.
craft,scaffolder,Workplace or office of a tradesman who builds temporary structure used to support people and material in the construction or repair of buildings and other large structures.
craft,sculptor,A place where Sculpture are made.
craft,shoemaker,"A place where shoes, boots, sandals, clogs and moccasins are created, repaired or altered to fit personal needs. See also shop=shoes for a place where shoes are sold, but not made or altered"
craft,stand_builder,Workplace of a company that builds stands/booths for fairs.
craft,stonemason,A place where rough pieces of rock are shaped into accurate geometrical shapes.
craft,sun_protection,"A place where sun protection is made, repaired, or delivered for assembly, especially awnings and shutters."
craft,sweep,Workplace or office of a person who cleans chimneys for a living.
craft,tailor,"A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing."
craft,tiler,"Workplace or office of a person who lays tiles on floors, swimming pools and such."
craft,tinsmith,"A tinsmith, or tinner or tinker or tinplate worker. Workplace or office of a person who makes and repairs things made of light-coloured metal, particularly tinware."
craft,upholsterer,"A place where furniture, especially seats are provided with padding, springs, webbing, and fabric or leather covers."
craft,watchmaker,A watchmaker is an artisan who makes and repairs watches. Today due to industrial production they mostly repair watches. For other kinds of clocks see craft=clockmaker
craft,window_construction,Construct windows
craft,winery,Produces wine
craft,user defined,All commonly used values according to Taginfo
emergency,ambulance_station,"An ambulance station is a structure or other area set aside for storage of ambulance vehicles, medical equipment, personal protective equipment, and other medical supplies."
emergency,defibrillator,An Automated External Defibrillator (AED) is a first-aid device that automates the process of diagnosing life-threatening cardiac arrhythmia and performing defibrillation. Previously tagged as emergency=aed or medical=aed.
emergency,fire_extinguisher,"A fire extinguisher is an active fire protection device used to extinguish or control small fires, often in emergency situations."
emergency,fire_flapper,A flapper is a wildland firefighting tool also called a swatter or a beater. It is designed for extinguishing minor fires in rural areas such as heaths.
emergency,fire_hose,A fire hose is a high-pressure hose used to carry water or other fire retardant (such as foam) to a fire to extinguish it.
emergency,fire_hydrant,"A fire hydrant is an active fire protection measure, and a source of water provided in most urban, suburban and rural areas with municipal water service or other water source to enable firefighters to tap into the municipal water supply to assist in extinguishing a fire."
emergency,phone,An emergency phone is specifically provided for making calls to emergency services and is most often found in a place of special danger.
emergency,ses_station,A State Emergency Service is an Australian volunteer organisation that provides emergency help during and after declared (natural or otherwise) disasters.
emergency,siren,"A siren is a loud noise maker. Most modern ones are civil defense, ""air raid"" sirens or tornado sirens."
emergency,water_tank,Stock tank for fire-fighting water.
emergency,assembly_point,"Point or area, where people are crowd in a case of emergency"
emergency,access_point,Access points in areas which are hard to access (see also highway=emergency_access_point)
emergency,user defined,All commonly used values according to Taginfo
geological,moraine,"A moraine is any ice formed accumulation of unconsolidated glacial debris (soil and rock) which can occur in currently glaciated and formerly glaciated regions, such as those areas acted upon by glacial ice."
geological,outcrop,An outcrop site is a place where the bedrock or superficial deposits have become locally exposed and are directly accessible to analysis.
geological,palaeontological_site,"A palaeontological site is a place (or group of physical sites) in which remains of ancient living forms is preserved. Area under the study of the forms of life existing in prehistoric times, as represented by the fossils of plants, animals, and other organisms investigated using the discipline of palaeontology."
geological,user defined,All commonly used values according to Taginfo
highway,motorway,"A restricted access major divided highway, normally with 2 or more running lanes plus emergency hard shoulder. Equivalent to the Freeway, Autobahn, etc.."
highway,trunk,The most important roads in a country's system that aren't motorways. (Need not necessarily be a divided highway.)
highway,primary,The next most important roads in a country's system. (Often link larger towns.)
highway,secondary,The next most important roads in a country's system. (Often link smaller towns and villages.)
highway,tertiary,The next most important roads in a country's system.
highway,unclassified,"The least most important through roads in a country's system – i.e. minor roads of a lower classification than tertiary, but which serve a purpose other than access to properties. (The word 'unclassified' is a historical artefact of the UK road system and does not mean that the classification is unknown; you can use highway=road for that.)"
highway,residential,Roads which are primarily lined with and serve as an access to housing.
highway,service,"For access roads to, or within an industrial estate, camp site, business park, car park etc. Can be used in conjunction with service=* to indicate the type of usage and with access=* to indicate who can use it and in what circumstances."
highway,motorway_link,The link roads (sliproads/ramps) leading to/from a motorway from/to a motorway or lower class highway. Normally with the same motorway restrictions.
highway,trunk_link,The link roads (sliproads/ramps) leading to/from a trunk road from/to a trunk road or lower class highway.
highway,primary_link,The link roads (sliproads/ramps) leading to/from a primary road from/to a primary road or lower class highway.
highway,secondary_link,The link roads (sliproads/ramps) leading to/from a secondary road from/to a secondary road or lower class highway.
highway,tertiary_link,The link roads (sliproads/ramps) leading to/from a tertiary road from/to a tertiary road or lower class highway.
highway,living_street,"For living streets, which are residential streets where pedestrians have legal priority over cars, speeds are kept very low and where children are allowed to play on the street."
highway,pedestrian,For roads used mainly/exclusively for pedestrians in shopping and some residential areas which may allow access by motorised vehicles only for very limited periods of the day. To create a 'square' or 'plaza' create a closed way and tag as pedestrian and also with area=yes.
highway,track,"Roads for agricultural or forestry uses etc, often rough with unpaved/unsealed surfaces, that can be used only by off-road vehicles (4WD, tractors, ATVs , …) . In countries where most roads are unpaved, you should still use the main trunk/primary/secondary/tertiary/unclassified values, making sure to also tag the surface type. Use surface=* or tracktype=* for tagging to describe the surface."
highway,bus_guideway,"A busway where the vehicle guided by the way (though not a railway) and is not suitable for other traffic. Please note: this is not a normal bus lane, use access=no, psv=yes instead!"
highway,raceway,A course or track for (motor) racing
highway,road,"A road where the mapper is unable to ascertain the classification from the information available. This is intended as a temporary tag to mark a road until it has been properly surveyed. Once it has been surveyed, the classification should be updated to the appropriate value."
highway,footway,"For designated footpaths; i.e., mainly/exclusively for pedestrians. This includes walking tracks and gravel paths. If bicycles are allowed as well, you can indicate this by adding a bicycle=yes tag.  Should not be used for paths where the primary or intended usage is unknown. Use highway=pedestrian for pedestrianised roads in shopping or residential areas and highway=track if it is usable by agricultural or similar vehicles."
highway,cycleway,See below.
highway,bridleway,For horses. Equivalent to highway=path + horse=designated.
highway,steps,For flights of steps (stairs) on footways. Use with step_count=* to indicate the number of steps
